timestamp_event,received_at,service_name,severity,message,trace_id,request_id,method,endpoint,status_code,latency_ms,host,env,region,log_type
2026-01-10T00:45:20.092007Z,2026-01-10T00:45:20.199007Z,payment-service,ERROR,Database query failed,e2de1afec02f419089ce7e7ddb36c58f,e29c4c9420de,POST,/pay/charge,504,1746,payment-service-pod-03,prod,sa-east-1,request
2026-01-10T00:45:51.111649Z,2026-01-10T00:45:51.171649Z,inventory-service,INFO,Request completed,34879b389b3d4240b43d793912aee35c,33cb484fae84,GET,/inv/stock,200,77,inventory-service-pod-01,prod,sa-east-1,request
2026-01-10T00:46:19.896482Z,2026-01-10T00:46:19.965482Z,payment-service,INFO,Background job completed,535faae7e8344ec1925d681eb476479e,743c72e70ac5,GET,/pay/charge,200,111,payment-service-pod-01,prod,sa-east-1,request
2026-01-10T00:46:49.066561Z,2026-01-10T00:46:49.129561Z,orders-service,INFO,Health check OK,26fbf2af91dc4d98bbe658ba1c2393f4,ee7e5df53ab3,GET,/orders/cancel,200,112,orders-service-pod-01,prod,sa-east-1,request
2026-01-10T00:47:58.878577Z,2026-01-10T00:47:58.985577Z,orders-service,INFO,Health check OK,7dbd5f3a249e46d08d2d06c54aafe6ea,fe3fdf474779,GET,/orders/create,200,73,orders-service-pod-01,prod,sa-east-1,request
2026-01-10T00:48:18.467394Z,2026-01-10T00:48:18.554394Z,notification-service,INFO,Request completed,c2b2756a1aab4acab73b8dbe29c63f1b,e67aeab97086,POST,/notify/email,200,106,notification-service-pod-02,prod,sa-east-1,request
2026-01-10T00:49:31.287545Z,2026-01-10T00:49:31.380545Z,api-gateway,INFO,Request completed,5acbab43fa0d42f182b18f3a6cbedf04,0887399a8f5f,GET,/health,200,68,api-gateway-pod-01,prod,sa-east-1,request
2026-01-10T00:50:31.764471Z,2026-01-10T00:50:31.816471Z,api-gateway,WARN,Rate limit nearing threshold,30aca7a306444b80bc8c0a4c49fae938,4480f457ce3f,GET,/health,200,565,api-gateway-pod-01,prod,sa-east-1,request
2026-01-10T00:50:36.321396Z,2026-01-10T00:50:36.370396Z,api-gateway,INFO,Request completed,a3996a7bb99b4773a3b6d2e4de02983d,93b74f02f5b8,GET,/login,200,101,api-gateway-pod-03,prod,sa-east-1,request
2026-01-10T00:56:37.069853Z,2026-01-10T00:56:37.149853Z,api-gateway,INFO,Health check OK,636e38091dd046958dfa077e68d655f6,871f55b4fc49,POST,/checkout,200,88,api-gateway-pod-02,prod,sa-east-1,request
2026-01-10T00:56:51.139808Z,2026-01-10T00:56:51.179808Z,inventory-service,INFO,Background job completed,2b374b730f4c46aba4f7b5c5838d51dc,e05813b65937,POST,/inv/release,200,89,inventory-service-pod-01,prod,sa-east-1,request
2026-01-10T00:58:30.681348Z,2026-01-10T00:58:30.784348Z,notification-service,INFO,Background job completed,42a8ce4a03fc4235983f9f7cf35d43c0,13756b7d54e9,GET,/notify/push,200,155,notification-service-pod-02,prod,sa-east-1,request
2026-01-10T00:59:09.008416Z,2026-01-10T00:59:09.091416Z,api-gateway,WARN,Rate limit nearing threshold,34845ea099794528a037171659383c7f,6f6d7e70b61e,GET,/health,200,371,api-gateway-pod-02,prod,sa-east-1,request
2026-01-10T00:59:52.692105Z,2026-01-10T00:59:52.733105Z,api-gateway,INFO,Request completed,66efa109f2a44477b8b3e18838aee511,f21c1a8fa2cc,GET,/orders,200,117,api-gateway-pod-01,prod,sa-east-1,request
2026-01-10T01:00:04.330173Z,2026-01-10T01:00:04.417173Z,api-gateway,WARN,Retrying upstream request,2968415db2eb4740abaae30440e295c7,1456e08be1b1,POST,/checkout,200,550,api-gateway-pod-02,prod,sa-east-1,request
2026-01-10T01:01:02.612225Z,2026-01-10T01:01:02.704225Z,payment-service,INFO,Background job completed,8965c22e0a5e4c35b059b42282c75be1,bfe54b0ce32f,POST,/pay/charge,200,105,payment-service-pod-03,prod,sa-east-1,request
2026-01-10T01:01:39.438755Z,2026-01-10T01:01:39.528755Z,api-gateway,INFO,Request completed,d25ca71945484469ae3c89906fe7ce54,5eeb23d6a667,GET,/orders,200,159,api-gateway-pod-02,prod,sa-east-1,request
2026-01-10T01:01:43.591313Z,2026-01-10T01:01:43.643313Z,inventory-service,INFO,Background job completed,54f8679e58014c74a70aebc1e949ada0,380ed7c93b81,GET,/inv/stock,200,149,inventory-service-pod-02,prod,sa-east-1,request
2026-01-10T01:02:53.977403Z,2026-01-10T01:02:54.097403Z,auth-service,WARN,Rate limit nearing threshold,250b74da972f4716bf6acd4d15236f3d,64f9031ec2ae,POST,/auth/refresh,200,493,auth-service-pod-03,prod,sa-east-1,request
2026-01-10T01:03:01.864937Z,2026-01-10T01:03:01.923937Z,auth-service,INFO,Request completed,58ea9287a53e4fdf96d6748545101294,8221ad6263ac,GET,/auth/validate,200,111,auth-service-pod-01,prod,sa-east-1,request
2026-01-10T01:03:37.903508Z,2026-01-10T01:03:37.982508Z,inventory-service,INFO,Request completed,0fb86c053e6b404da68600a315496eb1,6ccdc3ce4b83,POST,/inv/release,200,119,inventory-service-pod-03,prod,sa-east-1,request
2026-01-10T01:08:09.156940Z,2026-01-10T01:08:09.267940Z,auth-service,INFO,Background job completed,b770cb7c163742428d212eabe924b204,ad2364407d17,POST,/auth/validate,200,75,auth-service-pod-02,prod,sa-east-1,request
2026-01-10T01:08:37.642119Z,2026-01-10T01:08:37.719119Z,api-gateway,INFO,Background job completed,6a6a052113d34a2fb5d765bbe8801bbb,b52f8df1e94b,GET,/checkout,200,132,api-gateway-pod-03,prod,sa-east-1,request
2026-01-10T01:08:57.879085Z,2026-01-10T01:08:57.939085Z,payment-service,INFO,Request completed,79d8e63969ee4295a74aa556fcfe1343,25e105282291,GET,/pay/status,200,268,payment-service-pod-02,prod,sa-east-1,request
2026-01-10T01:09:14.594131Z,2026-01-10T01:09:14.701131Z,notification-service,INFO,Request completed,51c4f2880a23418e990b78615bd1c201,1ff7ac5809c2,GET,/notify/sms,200,87,notification-service-pod-02,prod,sa-east-1,request
2026-01-10T01:09:29.729605Z,2026-01-10T01:09:29.807605Z,api-gateway,INFO,Health check OK,d9ecd3cd2d654351be84e9f161184024,7d8db019b07c,GET,/inventory,200,95,api-gateway-pod-02,prod,sa-east-1,request
2026-01-10T01:09:44.866997Z,2026-01-10T01:09:44.927997Z,orders-service,WARN,Retrying upstream request,54d8a51ae57a482bbe192204474f4f0e,a317b1f00e56,GET,/orders/create,200,481,orders-service-pod-02,prod,sa-east-1,request
2026-01-10T01:10:38.845230Z,2026-01-10T01:10:38.943230Z,api-gateway,INFO,Health check OK,5be0a50e6904477c87d1915686013077,35b793f7659f,POST,/inventory,200,114,api-gateway-pod-01,prod,sa-east-1,request
2026-01-10T01:12:24.001105Z,2026-01-10T01:12:24.118105Z,inventory-service,INFO,Health check OK,28d1f9463d824b9e95828310cb3cd471,8df6716603c5,POST,/inv/reserve,200,137,inventory-service-pod-03,prod,sa-east-1,request
2026-01-10T01:12:48.942053Z,2026-01-10T01:12:49.014053Z,api-gateway,INFO,Request completed,c21a6c54cb9b41ccbca138872fd0e58e,9c77078c4e29,POST,/orders,200,184,api-gateway-pod-03,prod,sa-east-1,request
2026-01-10T01:13:08.208084Z,2026-01-10T01:13:08.294084Z,notification-service,INFO,Health check OK,2391abf85ae042fa8a8f4708c9d57932,98e1875a15f8,GET,/notify/email,200,92,notification-service-pod-01,prod,sa-east-1,request
2026-01-10T01:15:02.967093Z,2026-01-10T01:15:03.039093Z,auth-service,INFO,Health check OK,41385bf41b154ff1acff66e5e372f396,311877434e7a,POST,/auth/refresh,200,219,auth-service-pod-01,prod,sa-east-1,request
2026-01-10T01:15:29.826946Z,2026-01-10T01:15:29.888946Z,inventory-service,INFO,Request completed,e073a9ed45214eb8a46509eedf3bbbda,bf5a6bed644f,GET,/inv/reserve,200,141,inventory-service-pod-03,prod,sa-east-1,request
2026-01-10T01:16:46.493301Z,2026-01-10T01:16:46.568301Z,notification-service,WARN,Slow response detected,285cbb38f06f4bd9ae130199e99620e1,de38002acba6,POST,/notify/email,200,259,notification-service-pod-02,prod,sa-east-1,request
2026-01-10T01:16:47.817180Z,2026-01-10T01:16:47.863180Z,notification-service,INFO,Background job completed,83e257ca97fe42beb88c8be4e285a18e,d9068a16fb4f,GET,/notify/push,200,123,notification-service-pod-02,prod,sa-east-1,request
2026-01-10T01:17:02.087922Z,2026-01-10T01:17:02.156922Z,payment-service,INFO,Request completed,4faeba8915764ef684cc61b759ce8b58,50d519ff11ca,GET,/pay/status,200,220,payment-service-pod-01,prod,sa-east-1,request
2026-01-10T01:17:50.691677Z,2026-01-10T01:17:50.802677Z,orders-service,INFO,Health check OK,288f6446bf1144de924beee7e1cb5692,7a34b854ee3c,GET,/orders/status,200,233,orders-service-pod-01,prod,sa-east-1,request
2026-01-10T01:17:54.388778Z,2026-01-10T01:17:54.442778Z,notification-service,INFO,Health check OK,293de14acb97448d9a73471a68bea88d,464be5c2220a,POST,/notify/email,200,86,notification-service-pod-03,prod,sa-east-1,request
2026-01-10T01:18:06.849430Z,2026-01-10T01:18:06.918430Z,auth-service,INFO,Background job completed,99b695d98ad44d89a15d1a9f1f75014e,9d5c59d0a6d9,GET,/auth/login,200,99,auth-service-pod-01,prod,sa-east-1,request
2026-01-10T01:18:21.473436Z,2026-01-10T01:18:21.562436Z,api-gateway,WARN,Rate limit nearing threshold,b0ee1e7ade024377a16ca56b4c224c7f,84f471c58073,POST,/login,200,1106,api-gateway-pod-03,prod,sa-east-1,request
2026-01-10T01:20:46.252972Z,2026-01-10T01:20:46.296972Z,orders-service,INFO,Background job completed,31a1a0e90abe474d8d54d52e54fe52b3,e4b99cc7cfbe,GET,/orders/status,200,127,orders-service-pod-02,prod,sa-east-1,request
2026-01-10T01:20:50.098371Z,2026-01-10T01:20:50.179371Z,auth-service,INFO,Background job completed,659d16105e0b4828b2a7e51b34004664,09f63297d811,POST,/auth/refresh,200,83,auth-service-pod-02,prod,sa-east-1,request
2026-01-10T01:22:23.643244Z,2026-01-10T01:22:23.739244Z,orders-service,WARN,Retrying upstream request,f679d524527c4986ba3572c724363951,f9d1547e8b16,GET,/orders/status,200,403,orders-service-pod-03,prod,sa-east-1,request
2026-01-10T01:24:07.938077Z,2026-01-10T01:24:08.052077Z,api-gateway,INFO,Request completed,a0d15fa4329e43ba800783462b3948a1,2d509e53e136,POST,/checkout,200,87,api-gateway-pod-02,prod,sa-east-1,request
2026-01-10T01:28:36.762952Z,2026-01-10T01:28:36.836952Z,payment-service,ERROR,Upstream timeout,df80e2938df140b2841f7c98c2f19237,46d953860dcf,GET,/pay/refund,502,1162,payment-service-pod-02,prod,sa-east-1,request
2026-01-10T01:29:42.342344Z,2026-01-10T01:29:42.436344Z,inventory-service,INFO,Health check OK,291ce72ab28a4e4a802fab9c56b08c3e,03041383677c,POST,/inv/reserve,200,156,inventory-service-pod-03,prod,sa-east-1,request
2026-01-10T01:30:22.065173Z,2026-01-10T01:30:22.182173Z,auth-service,INFO,Background job completed,efad19842ff1492591b81584b79f8fca,e5525545d79a,POST,/auth/refresh,200,115,auth-service-pod-03,prod,sa-east-1,request
2026-01-10T01:31:17.016503Z,2026-01-10T01:31:17.113503Z,api-gateway,INFO,Health check OK,563811d981f445d99e157d6c68b5f90e,c0359eccab51,GET,/orders,200,62,api-gateway-pod-03,prod,sa-east-1,request
2026-01-10T01:32:55.997026Z,2026-01-10T01:32:56.110026Z,auth-service,INFO,Health check OK,b5c7cc0a98ab4b0fafc42ed9a89c3e00,b3aecc2ddd66,GET,/auth/login,200,125,auth-service-pod-02,prod,sa-east-1,request
2026-01-10T01:35:33.074542Z,2026-01-10T01:35:33.116542Z,notification-service,INFO,Request completed,497508c18d374d0da3ee05c77a3dd560,2499be16ffac,POST,/notify/push,200,191,notification-service-pod-02,prod,sa-east-1,request
2026-01-10T01:36:17.217525Z,2026-01-10T01:36:17.277525Z,auth-service,INFO,Background job completed,fe9701119f01429799c78cb9499b02de,d5f1bbf5684a,POST,/auth/login,200,122,auth-service-pod-02,prod,sa-east-1,request
2026-01-10T01:40:13.378973Z,2026-01-10T01:40:13.473973Z,auth-service,INFO,Background job completed,d731ac0554834bf8a00fcb939d3331c9,4526d31a8d42,POST,/auth/login,200,73,auth-service-pod-02,prod,sa-east-1,request
2026-01-10T01:40:36.290966Z,2026-01-10T01:40:36.410966Z,notification-service,INFO,Background job completed,b228d80e55ed4d9cb2575d71ad83826d,f7eaa7822cd5,GET,/notify/push,200,118,notification-service-pod-01,prod,sa-east-1,request
2026-01-10T01:40:49.063903Z,2026-01-10T01:40:49.175903Z,inventory-service,INFO,Request completed,3bbb55790b654743845b8f35afa590c4,05144a2fc689,GET,/inv/stock,200,88,inventory-service-pod-03,prod,sa-east-1,request
2026-01-10T01:41:53.224206Z,2026-01-10T01:41:53.315206Z,api-gateway,WARN,Rate limit nearing threshold,1cd4b7834c2b450d96d8e8285aa5e698,eab83e93363f,GET,/checkout,200,425,api-gateway-pod-02,prod,sa-east-1,request
2026-01-10T01:44:56.446897Z,2026-01-10T01:44:56.497897Z,api-gateway,INFO,Background job completed,c50969c45562445f9c9ee292f108fb3b,6eed5c9f0de6,GET,/health,200,85,api-gateway-pod-01,prod,sa-east-1,request
2026-01-10T01:45:55.404889Z,2026-01-10T01:45:55.474889Z,auth-service,INFO,Request completed,ba12aa190ecb43ce827ec74976f93595,f595aec5dc86,GET,/auth/validate,200,106,auth-service-pod-03,prod,sa-east-1,request
2026-01-10T01:46:34.466054Z,2026-01-10T01:46:34.533054Z,inventory-service,INFO,Background job completed,8996fbfeb4cc4c6ba4c7c1382a071a56,9b1a1ed2f2b0,POST,/inv/release,200,116,inventory-service-pod-02,prod,sa-east-1,request
2026-01-10T01:49:03.866848Z,2026-01-10T01:49:03.923848Z,notification-service,INFO,Request completed,1dd1abd879634ddfa93e8e1a767363e3,ad62febc9f8e,POST,/notify/push,200,134,notification-service-pod-02,prod,sa-east-1,request
2026-01-10T01:49:39.324331Z,2026-01-10T01:49:39.391331Z,inventory-service,INFO,Request completed,9ef5818d37b04a459a14fb7bd5c1defb,ca48bb7d9fa5,GET,/inv/reserve,200,85,inventory-service-pod-03,prod,sa-east-1,request
2026-01-10T01:50:15.995178Z,2026-01-10T01:50:16.096178Z,notification-service,INFO,Request completed,e778a2b9f8a34df5a42c37baf5957527,12a8eeff3119,POST,/notify/push,200,96,notification-service-pod-03,prod,sa-east-1,request
2026-01-10T01:50:57.620993Z,2026-01-10T01:50:57.712993Z,orders-service,INFO,Request completed,e6de50f16120487cbe11b1dd5b1ee210,759281abd045,POST,/orders/create,200,144,orders-service-pod-01,prod,sa-east-1,request
2026-01-10T01:51:12.052501Z,2026-01-10T01:51:12.170501Z,auth-service,INFO,Health check OK,0fac62efc1954932a583201be47d52a4,3cd88156b8a4,POST,/auth/login,200,166,auth-service-pod-03,prod,sa-east-1,request
2026-01-10T01:53:56.882386Z,2026-01-10T01:53:56.960386Z,api-gateway,INFO,Request completed,9140571befe44f93b755aa5bc06095fd,6ab2205e9ec5,GET,/login,200,137,api-gateway-pod-03,prod,sa-east-1,request
2026-01-10T01:55:20.942995Z,2026-01-10T01:55:21.013995Z,inventory-service,INFO,Health check OK,94ea3a6d8b984666b9944c12a2ec6497,ea90edb381a2,GET,/inv/stock,200,107,inventory-service-pod-02,prod,sa-east-1,request
2026-01-10T01:55:22.688490Z,2026-01-10T01:55:22.786490Z,api-gateway,WARN,Retrying upstream request,0ebeeaf8803e4fda84f69add3944f812,3b8a464fede9,GET,/orders,200,347,api-gateway-pod-02,prod,sa-east-1,request
2026-01-10T01:56:09.382726Z,2026-01-10T01:56:09.487726Z,inventory-service,INFO,Health check OK,fb0f2bfd3b5440968d112e188f2a5461,ba6d6cbfbb2f,POST,/inv/reserve,200,158,inventory-service-pod-01,prod,sa-east-1,request
2026-01-10T01:57:00.344104Z,2026-01-10T01:57:00.437104Z,payment-service,INFO,Health check OK,21904f43a471498684d43964cb0f1194,da2a07523382,GET,/pay/charge,200,161,payment-service-pod-01,prod,sa-east-1,request
2026-01-10T01:57:42.305228Z,2026-01-10T01:57:42.357228Z,inventory-service,INFO,Background job completed,c3a0d94d3dd0491dbe1a180eb7d7ea92,308bfd95603f,GET,/inv/release,200,141,inventory-service-pod-02,prod,sa-east-1,request
2026-01-10T02:00:30.075734Z,2026-01-10T02:00:30.167734Z,inventory-service,INFO,Health check OK,d960597566d0484ea237ccb96a4c4a42,1da3cea1f108,POST,/inv/reserve,200,75,inventory-service-pod-02,prod,sa-east-1,request
2026-01-10T02:00:55.973682Z,2026-01-10T02:00:56.082682Z,api-gateway,INFO,Background job completed,91fa3cb3ea8f463f8d08455fc9359965,dec281c40d60,POST,/orders,200,94,api-gateway-pod-02,prod,sa-east-1,request
2026-01-10T02:02:20.645811Z,2026-01-10T02:02:20.762811Z,inventory-service,INFO,Background job completed,8185e487a05c4accac296f1fc2077d96,f18bef3633bd,GET,/inv/reserve,200,132,inventory-service-pod-01,prod,sa-east-1,request
2026-01-10T02:02:34.148762Z,2026-01-10T02:02:34.199762Z,payment-service,INFO,Request completed,9729e60c2fda491dbcdbdfc1284a100c,b48825d87c78,POST,/pay/refund,200,128,payment-service-pod-03,prod,sa-east-1,request
2026-01-10T02:03:11.746686Z,2026-01-10T02:03:11.836686Z,auth-service,INFO,Background job completed,d635ab84608642fabc5458bd9b8f90a6,22accf9c72b3,GET,/auth/validate,200,144,auth-service-pod-01,prod,sa-east-1,request
2026-01-10T02:04:22.942877Z,2026-01-10T02:04:23.011877Z,auth-service,INFO,Background job completed,a741dff5bfd64aaaad8f3e9af7414954,e42a7224ccc0,GET,/auth/login,200,82,auth-service-pod-02,prod,sa-east-1,request
2026-01-10T02:05:31.188423Z,2026-01-10T02:05:31.269423Z,notification-service,INFO,Background job completed,17d1b3a7c0314e55b9e7e08d1bc3e635,3f91dc0f544f,GET,/notify/email,200,122,notification-service-pod-03,prod,sa-east-1,request
2026-01-10T02:05:33.913564Z,2026-01-10T02:05:33.955564Z,inventory-service,WARN,Retrying upstream request,474d078d45394a588f642436cd6649c4,b424e3d47d35,GET,/inv/reserve,200,355,inventory-service-pod-01,prod,sa-east-1,request
2026-01-10T02:05:45.075372Z,2026-01-10T02:05:45.157372Z,orders-service,INFO,Health check OK,accbc3323c284df3b6661ca98197236b,040c05b9c2b9,POST,/orders/create,200,177,orders-service-pod-02,prod,sa-east-1,request
2026-01-10T02:06:29.597864Z,2026-01-10T02:06:29.700864Z,payment-service,INFO,Request completed,01253fabcfe7430fa6ae8a54d491e7a1,e5874996cc98,GET,/pay/charge,200,235,payment-service-pod-03,prod,sa-east-1,request
2026-01-10T02:07:51.820097Z,2026-01-10T02:07:51.895097Z,notification-service,INFO,Health check OK,c6fc0a48b2f848bdb008cff61a3f3dbc,767847fef885,POST,/notify/sms,200,61,notification-service-pod-01,prod,sa-east-1,request
2026-01-10T02:08:46.376120Z,2026-01-10T02:08:46.429120Z,orders-service,INFO,Health check OK,9a5a6e2688de4587a4bbb3eef176db30,2db65ca037be,POST,/orders/create,200,153,orders-service-pod-01,prod,sa-east-1,request
2026-01-10T02:10:11.272115Z,2026-01-10T02:10:11.349115Z,orders-service,INFO,Health check OK,5fda87e0806240489a6afea42287059a,c06b9d5aeadd,GET,/orders/create,200,137,orders-service-pod-02,prod,sa-east-1,request
2026-01-10T02:12:12.491082Z,2026-01-10T02:12:12.604082Z,inventory-service,INFO,Request completed,57f8b962263a4cdba0c49cc22c065b34,0a2b6f929766,POST,/inv/reserve,200,75,inventory-service-pod-03,prod,sa-east-1,request
2026-01-10T02:12:43.830936Z,2026-01-10T02:12:43.877936Z,payment-service,INFO,Health check OK,e7a9f19610ba43d6be047505b0315245,37ab98db13f2,GET,/pay/charge,200,107,payment-service-pod-02,prod,sa-east-1,request
